text,label1,label2
9932,data,integer
33533,data,integer
33533,data,integer
33533,data,integer
33533,data,integer
33533,data,integer
509843,data,integer
509843,data,integer
509843,data,integer
509843,data,integer
509843,data,integer
904095,data,integer
904095,data,integer
904095,data,integer
904095,data,integer
904095,data,integer
3865348,data,integer
3865348,data,integer
3865348,data,integer
3865348,data,integer
3865348,data,integer
"""aabbababab""",data,string
"""aabbababab""",data,string
"""aabbababab""",data,string
"""aabbababab""",data,string
"""aabbababab""",data,string
"""abaabc""",data,string
"""abaabc""",data,string
"""abaabc""",data,string
"""abaabc""",data,string
"""abaabc""",data,string
"""ababac""",data,string
"""ababac""",data,string
"""ababac""",data,string
"""ababac""",data,string
"""ababac""",data,string
"""abc""",data,string
"""abc""",data,string
"""abc""",data,string
"""abc""",data,string
"""abc""",data,string
"""according""",data,string
"""according""",data,string
"""according""",data,string
"""according""",data,string
"""according""",data,string
%,op,percentage
%,op,percentage
%,op,percentage
%,op,percentage
%,op,percentage
&,o,none
&,o,none
&,o,none
&,o,none
&,o,none
*,op,multiply
*,op,multiply
*,op,multiply
*,op,multiply
*,op,multiply
^,op,power
^,op,power
^,op,power
^,op,power
^,op,power
2D,o,none
2D,o,none
2D,o,none
2D,o,none
2D,o,none
3x3,size,matrix
3x3,size,matrix
3x3,size,matrix
3x3,size,matrix
3x3,size,matrix
3x4,size,matrix
3x4,size,matrix
3x4,size,matrix
3x4,size,matrix
3x4,size,matrix
60th,index,index
60th,index,index
60th,index,index
60th,index,index
60th,index,index
add,op,addition
add,op,addition
add,op,addition
add,op,addition
add,op,addition
add,op,addition
add,op,addition
add,op,addition
add,op,addition
add,op,addition
addition,op,addition
addition,op,addition
addition,op,addition
addition,op,addition
addition,op,addition
after,o,none
after,o,none
after,o,none
after,o,none
after,o,none
all,o,none
all,o,none
all,o,none
all,o,none
all,o,none
an,o,none
an,o,none
an,o,none
an,o,none
an,o,none
anagram,op,anagram
anagram,op,anagram
anagram,op,anagram
anagram,op,anagram
anagram,op,anagram
and,o,none
and,o,none
and,o,none
and,o,none
and,o,none
any,o,none
any,o,none
any,o,none
any,o,none
any,o,none
are,o,none
are,o,none
are,o,none
are,o,none
are,o,none
arrange,op,sort
arrange,op,sort
arrange,op,sort
arrange,op,sort
arrange,op,sort
arranging,op,sort
arranging,op,sort
arranging,op,sort
arranging,op,sort
arranging,op,sort
array,type,type
array,type,type
array,type,type
array,type,type
array,type,type
as,o,none
as,o,none
as,o,none
as,o,none
as,o,none
ascending,order,ascending
ascending,order,ascending
ascending,order,ascending
ascending,order,ascending
ascending,order,ascending
increasing,order,ascending
increasing,order,ascending
increasing,order,ascending
increasing,order,ascending
increasing,order,ascending
decreasing,order,descending
decreasing,order,descending
decreasing,order,descending
decreasing,order,descending
decreasing,order,descending
at,o,none
at,o,none
at,o,none
at,o,none
at,o,none
between,o,none
between,o,none
between,o,none
between,o,none
between,o,none
calculate,call,function
calculate,call,function
calculate,call,function
calculate,call,function
calculate,call,function
character,o,none
character,o,none
character,o,none
character,o,none
character,o,none
characters,o,none
characters,o,none
characters,o,none
characters,o,none
characters,o,none
check,call,function
check,call,function
check,call,function
check,call,function
check,call,function
choose,o,none
choose,o,none
choose,o,none
choose,o,none
choose,o,none
combinations,op,combinations
combinations,op,combinations
combinations,op,combinations
combinations,op,combinations
combinations,op,combinations
common,o,none
common,o,none
common,o,none
common,o,none
common,o,none
completely/evenly,o,none
completely/evenly,o,none
completely/evenly,o,none
completely/evenly,o,none
completely/evenly,o,none
consonants,o,none
consonants,o,none
consonants,o,none
consonants,o,none
consonants,o,none
contaning,o,none
contaning,o,none
contaning,o,none
contaning,o,none
contaning,o,none
count,call,count
count,call,count
count,call,count
count,call,count
count,call,count
Create,o,none
Create,o,none
Create,o,none
Create,o,none
Create,o,none
D,o,none
D,o,none
D,o,none
D,o,none
D,o,none
descending,order,descending
descending,order,descending
descending,order,descending
descending,order,descending
descending,order,descending
descending,order,descending
descending,order,descending
descending,order,descending
descending,order,descending
descending,order,descending
difference,op,subtraction
difference,op,subtraction
difference,op,subtraction
difference,op,subtraction
difference,op,subtraction
digits,type,integer
digits,type,integer
digits,type,integer
digits,type,integer
digits,type,integer
Dimensional,o,none
Dimensional,o,none
Dimensional,o,none
Dimensional,o,none
Dimensional,o,none
display,op,display
display,op,display
display,op,display
display,op,display
display,op,display
divide,op,divide
divide,op,divide
divide,op,divide
divide,op,divide
divide,op,divide
duplicate,o,none
duplicate,o,none
duplicate,o,none
duplicate,o,none
duplicate,o,none
eight,tdata,8
eight,tdata,8
eight,tdata,8
eight,tdata,8
eight,tdata,8
eighteen,tdata,18
eighteen,tdata,18
eighteen,tdata,18
eighteen,tdata,18
eighteen,tdata,18
elements,o,none
elements,o,none
elements,o,none
elements,o,none
elements,o,none
eleven,tdata,11
eleven,tdata,11
eleven,tdata,11
eleven,tdata,11
eleven,tdata,11
factorial,op,factorial
factorial,op,factorial
factorial,op,factorial
factorial,op,factorial
factorial,op,factorial
factorial,op,factorial
factor,op,factor
factor,op,factor
factor,op,factor
factor,op,factor
factor,op,factor
factorize,op,factor
factorize,op,factor
factorize,op,factor
factorize,op,factor
factorize,op,factor
factors,op,factor
factors,op,factor
factors,op,factor
factors,op,factor
factors,op,factor
fell,o,none
fell,o,none
fell,o,none
fell,o,none
fell,o,none
fibonacci,op,fibonacci
fibonacci,op,fibonacci
fibonacci,op,fibonacci
fibonacci,op,fibonacci
fibonacci,op,fibonacci
fifteen,tdata,15
fifteen,tdata,15
fifteen,tdata,15
fifteen,tdata,15
fifteen,tdata,15
find,call,func
find,call,function
find,call,func
find,call,function
find,call,func
find,call,function
find,call,func
find,call,function
find,call,func
find,call,function
first,index,1
first,index,1
first,index,1
first,index,1
first,index,1
five,tdata,5
five,tdata,5
five,tdata,5
five,tdata,5
five,tdata,5
follows,o,none
follows,o,none
follows,o,none
follows,o,none
follows,o,none
for,o,none
for,o,none
for,o,none
for,o,none
for,o,none
four,tdata,4
four,tdata,4
four,tdata,4
four,tdata,4
four,tdata,4
fourteen,tdata,14
fourteen,tdata,14
fourteen,tdata,14
fourteen,tdata,14
fourteen,tdata,14
frequency,call,count
frequency,call,count
frequency,call,count
frequency,call,count
frequency,call,count
from,o,none
from,o,none
from,o,none
from,o,none
from,o,none
front,o,none
front,o,none
front,o,none
front,o,none
front,o,none
give,o,none
give,o,none
give,o,none
give,o,none
give,o,none
greatest,op,max
greatest,op,max
greatest,op,max
greatest,op,max
greatest,op,max
HCF,op,hcf
HCF,op,hcf
HCF,op,hcf
HCF,op,hcf
HCF,op,hcf
highest common factor,op,hcf
highest common factor,op,hcf
highest common factor,op,hcf
highest common factor,op,hcf
highest common factor,op,hcf
hundered,tdata,100
hundered,tdata,100
hundered,tdata,100
hundered,tdata,100
hundered,tdata,100
if,condition,if
if,condition,if
if,condition,if
if,condition,if
if,condition,if
in,o,none
in,o,none
in,o,none
in,o,none
in,o,none
input,call,init
input,call,init
input,call,init
input,call,init
input,call,init
inumbers,o,none
inumbers,o,none
inumbers,o,none
inumbers,o,none
inumbers,o,none
is,o,none
is,o,none
is,o,none
is,o,none
is,o,none
it,o,none
it,o,none
it,o,none
it,o,none
it,o,none
items,o,none
items,o,none
items,o,none
items,o,none
items,o,none
its,o,none
its,o,none
its,o,none
its,o,none
its,o,none
itself,o,none
itself,o,none
itself,o,none
itself,o,none
itself,o,none
java,o,none
java,o,none
java,o,none
java,o,none
java,o,none
joshi,o,none
joshi,o,none
joshi,o,none
joshi,o,none
joshi,o,none
lakh,tdata,100000
lakh,tdata,100000
lakh,tdata,100000
lakh,tdata,100000
lakh,tdata,100000
largest,op,max
largest,op,max
largest,op,max
largest,op,max
largest,op,max
largest,op,max
largest,op,max
largest,op,max
largest,op,max
largest,op,max
last,index,-1
last,index,-1
last,index,-1
last,index,-1
last,index,-1
least,op,min
least,op,min
least,op,min
least,op,min
least,op,min
length,size,size
length,size,size
length,size,size
length,size,size
length,size,size
letters,o,none
letters,o,none
letters,o,none
letters,o,none
letters,o,none
list,type,list
list,type,list
list,type,list
list,type,list
list,type,list
lowest,op,min
lowest,op,min
lowest,op,min
lowest,op,min
lowest,op,min
make,o,none
make,o,none
make,o,none
make,o,none
make,o,none
mama,o,none
mama,o,none
mama,o,none
mama,o,none
mama,o,none
master,o,none
master,o,none
master,o,none
master,o,none
master,o,none
matrix,type,matrix
matrix,type,matrix
matrix,type,matrix
matrix,type,matrix
matrix,type,matrix
max,op,max
max,op,max
max,op,max
max,op,max
max,op,max
maximum,op,max
maximum,op,max
maximum,op,max
maximum,op,max
maximum,op,max
million,tdata,1000000
million,tdata,1000000
million,tdata,1000000
million,tdata,1000000
million,tdata,1000000
min,op,min
min,op,min
min,op,min
min,op,min
min,op,min
minimum,op,min
minimum,op,min
minimum,op,min
minimum,op,min
minimum,op,min
minus,op,subtraction
minus,op,subtraction
minus,op,subtraction
minus,op,subtraction
minus,op,subtraction
mod,op,mod
mod,op,mod
mod,op,mod
mod,op,mod
mod,op,mod
modulus,op,mod
modulus,op,mod
modulus,op,mod
modulus,op,mod
modulus,op,mod
multiple,op,multiple
multiple,op,multiple
multiple,op,multiple
multiple,op,multiple
multiple,op,multiple
multiples,op,multiple
multiples,op,multiple
multiples,op,multiple
multiples,op,multiple
multiples,op,multiple
new,o,none
new,o,none
new,o,none
new,o,none
new,o,none
nine,tdata,9
nine,tdata,9
nine,tdata,9
nine,tdata,9
nine,tdata,9
nineteen,tdata,19
nineteen,tdata,19
nineteen,tdata,19
nineteen,tdata,19
nineteen,tdata,19
nos,o,none
nos,o,none
nos,o,none
nos,o,none
nos,o,none
not,negation,negation
not,negation,negation
not,negation,negation
not,negation,negation
not,negation,negation
now,o,none
now,o,none
now,o,none
now,o,none
now,o,none
number,type,integer
number,type,integer
number,type,integer
number,type,integer
number,type,integer
of,o,none
of,o,none
of,o,none
of,o,none
of,o,none
on,o,none
on,o,none
on,o,none
on,o,none
on,o,none
one,tdata,1
one,tdata,1
one,tdata,1
one,tdata,1
one,tdata,1
operation,o,none
operation,o,none
operation,o,none
operation,o,none
operation,o,none
or,o,none
or,o,none
or,o,none
or,o,none
or,o,none
order,o,none
order,o,none
order,o,none
order,o,none
order,o,none
out,o,none
out,o,none
out,o,none
out,o,none
out,o,none
output,op,display
output,op,display
output,op,display
output,op,display
output,op,display
palindrome,op,palindrome
palindrome,op,palindrome
palindrome,op,palindrome
palindrome,op,palindrome
palindrome,op,palindrome
percent,op,percentage
percent,op,percentage
percent,op,percentage
percent,op,percentage
percent,op,percentage
percentage,op,percentage
percentage,op,percentage
percentage,op,percentage
percentage,op,percentage
percentage,op,percentage
perform,o,none
perform,o,none
perform,o,none
perform,o,none
perform,o,none
permutations,op,permutation
permutations,op,permutation
permutations,op,permutation
permutations,op,permutation
permutations,op,permutation
pick,call,init
pick,call,init
pick,call,init
pick,call,init
pick,call,init
plus,op,addition
plus,op,addition
plus,op,addition
plus,op,addition
plus,op,addition
pop,op,pop
pop,op,pop
pop,op,pop
pop,op,pop
pop,op,pop
possible,o,none
possible,o,none
possible,o,none
possible,o,none
possible,o,none
prime,op,prime
prime,op,prime
prime,op,prime
prime,op,prime
prime,op,prime
print,op,display
print,op,display
print,op,display
print,op,display
print,op,display
print,op,display
print,op,display
print,op,display
print,op,display
print,op,display
program,o,none
program,o,none
program,o,none
program,o,none
program,o,none
push,op,push
push,op,push
push,op,push
push,op,push
push,op,push
queue,op,queue
queue,op,queue
queue,op,queue
queue,op,queue
queue,op,queue
queues,op,queue
queues,op,queue
queues,op,queue
queues,op,queue
queues,op,queue
random,op,random
random,op,random
random,op,random
random,op,random
random,op,random
randomly,op,random
randomly,op,random
randomly,op,random
randomly,op,random
randomly,op,random
rasp,o,none
rasp,o,none
rasp,o,none
rasp,o,none
rasp,o,none
read,call,init
read,call,init
read,call,init
read,call,init
read,call,init
rear,o,none
rear,o,none
rear,o,none
rear,o,none
rear,o,none
remainder,op,mod
remainder,op,mod
remainder,op,mod
remainder,op,mod
remainder,op,mod
remove,o,none
remove,o,none
remove,o,none
remove,o,none
remove,o,none
removing,o,none
removing,o,none
removing,o,none
removing,o,none
removing,o,none
result,data,result
result,data,result
result,data,result
result,data,result
result,data,result
resultant,call,result
resultant,call,result
resultant,call,result
resultant,call,result
resultant,call,result
row,o,none
row,o,none
row,o,none
row,o,none
row,o,none
row2,o,none
row2,o,none
row2,o,none
row2,o,none
row2,o,none
said,o,none
said,o,none
said,o,none
said,o,none
said,o,none
sampada,o,none
sampada,o,none
sampada,o,none
sampada,o,none
sampada,o,none
second,index,2
second,index,2
second,index,2
second,index,2
second,index,2
sentence,o,none
sentence,o,none
sentence,o,none
sentence,o,none
sentence,o,none
series,o,none
series,o,none
series,o,none
series,o,none
series,o,none
seven,tdata,7
seven,tdata,7
seven,tdata,7
seven,tdata,7
seven,tdata,7
seventeen,tdata,17
seventeen,tdata,17
seventeen,tdata,17
seventeen,tdata,17
seventeen,tdata,17
shadow,o,none
shadow,o,none
shadow,o,none
shadow,o,none
shadow,o,none
show,o,none
show,o,none
show,o,none
show,o,none
show,o,none
six,tdata,6
six,tdata,6
six,tdata,6
six,tdata,6
six,tdata,6
sixteen,tdata,16
sixteen,tdata,16
sixteen,tdata,16
sixteen,tdata,16
sixteen,tdata,16
size,size,size
size,size,size
size,size,size
size,size,size
size,size,size
sky.Kelsier,o,none
sky.Kelsier,o,none
sky.Kelsier,o,none
sky.Kelsier,o,none
sky.Kelsier,o,none
smallest,op,min
smallest,op,min
smallest,op,min
smallest,op,min
smallest,op,min
solution,o,none
solution,o,none
solution,o,none
solution,o,none
solution,o,none
solve,o,none
solve,o,none
solve,o,none
solve,o,none
solve,o,none
sort,op,sort
sort,op,sort
sort,op,sort
sort,op,sort
sort,op,sort
sorting,op,sort
sorting,op,sort
sorting,op,sort
sorting,op,sort
sorting,op,sort
spar,o,none
spar,o,none
spar,o,none
spar,o,none
spar,o,none
special,o,none
special,o,none
special,o,none
special,o,none
special,o,none
stack,op,stack
stack,op,stack
stack,op,stack
stack,op,stack
stack,op,stack
starts,o,none
starts,o,none
starts,o,none
starts,o,none
starts,o,none
string,type,string
string,type,string
string,type,string
string,type,string
string,type,string
subract,op,subtraction
subract,op,subtraction
subract,op,subtraction
subract,op,subtraction
subract,op,subtraction
subtract,op,subtraction
subtract,op,subtraction
subtract,op,subtraction
subtract,op,subtraction
subtract,op,subtraction
subtraction,op,subtraction
subtraction,op,subtraction
subtraction,op,subtraction
subtraction,op,subtraction
subtraction,op,subtraction
such,o,none
such,o,none
such,o,none
such,o,none
such,o,none
sum,op,addition
sum,op,addition
sum,op,addition
sum,op,addition
sum,op,addition
summation,op,addition
summation,op,addition
summation,op,addition
summation,op,addition
summation,op,addition
take,o,none
take,o,none
take,o,none
take,o,none
take,o,none
ten,tdata,10
ten,tdata,10
ten,tdata,10
ten,tdata,10
ten,tdata,10
terms,o,none
terms,o,none
terms,o,none
terms,o,none
terms,o,none
that,o,none
that,o,none
that,o,none
that,o,none
that,o,none
the,o,none
the,o,none
the,o,none
the,o,none
the,o,none
their,o,none
their,o,none
their,o,none
their,o,none
their,o,none
them,o,none
them,o,none
them,o,none
them,o,none
them,o,none
then,o,none
then,o,none
then,o,none
then,o,none
then,o,none
there,o,none
there,o,none
there,o,none
there,o,none
there,o,none
thirteen ,tdata,13
thirteen ,tdata,13
thirteen ,tdata,13
thirteen ,tdata,13
thirteen ,tdata,13
thousand,tdata,1000
thousand,tdata,1000
thousand,tdata,1000
thousand,tdata,1000
thousand,tdata,1000
three,data,3
three,data,3
three,data,3
three,data,3
three,data,3
till,o,none
till,o,none
till,o,none
till,o,none
till,o,none
times,op,power
times,op,power
times,op,power
times,op,power
times,op,power
to,o,none
to,o,none
to,o,none
to,o,none
to,o,none
top,index,top
top,index,top
top,index,top
top,index,top
top,index,top
twelve,tdata,12
twelve,tdata,12
twelve,tdata,12
twelve,tdata,12
twelve,tdata,12
twenty,tdata,20
twenty,tdata,20
twenty,tdata,20
twenty,tdata,20
twenty,tdata,20
two,data,2
two,data,2
two,data,2
two,data,2
two,data,2
uptil,o,none
uptil,o,none
uptil,o,none
uptil,o,none
uptil,o,none
upto,o,none
upto,o,none
upto,o,none
upto,o,none
upto,o,none
value,o,none
value,o,none
value,o,none
value,o,none
value,o,none
values,o,none
values,o,none
values,o,none
values,o,none
values,o,none
vowels,op,vowels
vowels,op,vowels
vowels,op,vowels
vowels,op,vowels
vowels,op,vowels
wa,o,none
wa,o,none
wa,o,none
wa,o,none
wa,o,none
what,o,none
what,o,none
what,o,none
what,o,none
what,o,none
whcih,o,none
whcih,o,none
whcih,o,none
whcih,o,none
whcih,o,none
whether,o,none
whether,o,none
whether,o,none
whether,o,none
whether,o,none
which,o,none
which,o,none
which,o,none
which,o,none
which,o,none
wise,o,none
wise,o,none
wise,o,none
wise,o,none
wise,o,none
wise/column,o,none
wise/column,o,none
wise/column,o,none
wise/column,o,none
wise/column,o,none
with,o,none
with,o,none
with,o,none
with,o,none
with,o,none
word,o,none
word,o,none
word,o,none
word,o,none
word,o,none
words,o,none
words,o,none
words,o,none
words,o,none
words,o,none
2,data,integer
2,data,integer
2,data,integer
2,data,integer
2,data,integer
2,data,integer
2,data,integer
2,data,integer
2,data,integer
2,data,integer
2,data,integer
2,data,integer
2,data,integer
2,data,integer
2,data,integer
2,data,integer
2,data,integer
2,data,integer
2,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
3,data,integer
4,data,integer
4,data,integer
4,data,integer
4,data,integer
4,data,integer
4,data,integer
4,data,integer
4,data,integer
4,data,integer
4,data,integer
4,data,integer
4,data,integer
4,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
5,data,integer
7,data,integer
7,data,integer
7,data,integer
7,data,integer
7,data,integer
7,data,integer
7,data,integer
7,data,integer
7,data,integer
7,data,integer
7,data,integer
7,data,integer
7,data,integer
7,data,integer
7,data,integer
10,data,integer
10,data,integer
10,data,integer
10,data,integer
10,data,integer
10,data,integer
20,data,integer
20,data,integer
20,data,integer
20,data,integer
20,data,integer
20,data,integer
32,data,integer
32,data,integer
32,data,integer
32,data,integer
32,data,integer
32,data,integer
32,data,integer
32,data,integer
32,data,integer
32,data,integer
32,data,integer
32,data,integer
45,data,integer
45,data,integer
45,data,integer
45,data,integer
45,data,integer
45,data,integer
45,data,integer
45,data,integer
45,data,integer
45,data,integer
45,data,integer
45,data,integer
56,data,integer
56,data,integer
56,data,integer
56,data,integer
56,data,integer
56,data,integer
56,data,integer
56,data,integer
56,data,integer
56,data,integer
56,data,integer
56,data,integer
56,data,integer
56,data,integer
56,data,integer
56,data,integer
56,data,integer
56,data,integer
243,data,integer
243,data,integer
243,data,integer
243,data,integer
243,data,integer
243,data,integer
243,data,integer
243,data,integer
243,data,integer
325,data,integer
325,data,integer
325,data,integer
342,data,integer
342,data,integer
342,data,integer
342,data,integer
342,data,integer
342,data,integer
342,data,integer
342,data,integer
342,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
345,data,integer
353,data,integer
353,data,integer
353,data,integer
454,data,integer
454,data,integer
454,data,integer
454,data,integer
454,data,integer
454,data,integer
454,data,integer
454,data,integer
454,data,integer
454,data,integer
454,data,integer
454,data,integer
454,data,integer
454,data,integer
454,data,integer
456,data,integer
456,data,integer
456,data,integer
464,data,integer
464,data,integer
464,data,integer
464,data,integer
464,data,integer
464,data,integer
464,data,integer
464,data,integer
464,data,integer
464,data,integer
464,data,integer
464,data,integer
465,data,integer
465,data,integer
465,data,integer
489,data,integer
489,data,integer
489,data,integer
546,data,integer
687,data,integer
687,data,integer
687,data,integer
687,data,integer
687,data,integer
687,data,integer
687,data,integer
687,data,integer
687,data,integer
687,data,integer
687,data,integer
687,data,integer
956,data,integer
956,data,integer
956,data,integer
4084,data,integer
4084,data,integer
4084,data,integer
4356,data,integer
4654,data,integer
4654,data,integer
4654,data,integer
33533,data,integer
33533,data,integer
33533,data,integer
509843,data,integer
509843,data,integer
509843,data,integer
904095,data,integer
904095,data,integer
904095,data,integer
3865348,data,integer
3865348,data,integer
3865348,data,integer
"2,3,4",data,integer
"2,3,4",data,integer
"2,3,4",data,integer
"2,3,4",data,integer
"2,3,4",data,integer
"2,3,4",data,integer
"2,3,4",data,integer
"2,3,4",data,integer
"2,3,4",data,integer
"2,3,4",data,integer
"2,3,4",data,integer
"2,3,4",data,integer
"3,454,456,33533",data,integer
"3,454,456,33533",data,integer
"3,454,456,33533",data,integer
"32,45,56,7,687",data,integer
"32,45,56,7,687",data,integer
"32,45,56,7,687",data,integer
"32,45,56,7,687",data,integer
"32,45,56,7,687",data,integer
"32,45,56,7,687",data,integer
"32,45,56,7,687,345",data,integer
"32,45,56,7,687,345",data,integer
"32,45,56,7,687,345",data,integer
"32,45,56,7,687,345",data,integer
"32,45,56,7,687,345",data,integer
"32,45,56,7,687,345",data,integer
"32,45,56,7,687,345",data,integer
"32,45,56,7,687,345",data,integer
"32,45,56,7,687,345",data,integer
numbers,type,integer
numbers,type,integer
numbers,type,integer
numbers,type,integer
numbers,type,integer
greater,cmp,cmp
greater,cmp,cmp
greater,cmp,cmp
greater,cmp,cmp
greater,cmp,cmp
greater,cmp,cmp
greater,cmp,cmp
less,cmp,cmp
less,cmp,cmp
less,cmp,cmp
less,cmp,cmp
less,cmp,cmp
less,cmp,cmp
less,cmp,cmp
equal,cmp,cmp
equal,cmp,cmp
equal,cmp,cmp
equal,cmp,cmp
equal,cmp,cmp
equal,cmp,cmp
equal,cmp,cmp
>,cmp,cmp
>,cmp,cmp
>,cmp,cmp
>,cmp,cmp
>,cmp,cmp
>,cmp,cmp
>,cmp,cmp
<,cmp,cmp
<,cmp,cmp
<,cmp,cmp
<,cmp,cmp
<,cmp,cmp
<,cmp,cmp
<,cmp,cmp
=,cmp,cmp
